942332650	Base Layer.GolfSwing_Prop 0 -> Base Layer.GolfSwing_Prop
14512780	GolfSwing_Prop 0
838223560	Base Layer.GolfSwing_Avatar -> Base Layer.GolfSwing_Avatar 0
1064616876	GolfSwing_Avatar 0 -> GolfSwing_Avatar
3690975346	Base Layer.GolfSwing_Avatar 0 -> Base Layer.GolfSwing_Avatar
2105523844	GravityWeight
168924816	AnyState -> GolfSwing_Avatar
1995808467	GolfSwing_Avatar -> GolfSwing_Avatar 0
14382491	GolfSwing_Avatar 0
3800716509	Base Layer.GolfSwing_Prop -> Base Layer.GolfSwing_Prop 0
916627666	Entry -> Base Layer.GolfSwing_Avatar
188952402	GolfSwing_Prop 0 -> GolfSwing_Prop
1583645739	Base Layer.GolfSwing_Avatar 0
3371184059	Base Layer.GolfSwing_Avatar
2880537701	GolfSwing_Avatar
1955282700	GolfSwing_Prop -> GolfSwing_Prop 0
672576798	Entry -> Base Layer.GolfSwing_Prop
756556552	Base Layer
0	
1876687310	Base Layer.GolfSwing_Prop
437492512	GolfSwing_Prop
23966416	Loop
1671223634	Base Layer.GolfSwing_Prop 0
706589540	AnyState -> GolfSwing_Prop
