39541704	Body_Avatar
2950669138	Base Layer.Body_Avatar 0
1972429687	Base Layer.GM_emote_prop -> Base Layer.GM_emote_prop 0
971105532	GM_emote_prop -> GM_emote_prop 0
3599356047	AnyState -> GM_emote_prop
349614032	Base Layer.Body_Avatar -> Base Layer.Body_Avatar 0
2105523844	GravityWeight
2085381739	Entry -> Base Layer.Body_Avatar
1244062912	Body_Avatar 0 -> Body_Avatar
1834909024	GM_emote_prop
901261367	Body_Avatar -> Body_Avatar 0
3183222637	Base Layer.Body_Avatar
756556552	Base Layer
0	
1052385766	AnyState -> Body_Avatar
1532141645	GM_emote_prop 0 -> GM_emote_prop
3449185522	Base Layer.Body_Avatar 0 -> Base Layer.Body_Avatar
1963501025	Base Layer.GM_emote_prop 0 -> Base Layer.GM_emote_prop
3117223305	GM_emote_prop 0
23966416	Loop
220123536	Body_Avatar 0
2954666060	Entry -> Base Layer.GM_emote_prop
3483307938	Base Layer.GM_emote_prop
4262070932	Base Layer.GM_emote_prop 0
